dataset_id,feature_key,scope,fold,model_id,term,estimate,std_error,z_value,p_value,conf_low,conf_high
X21,cnn_2::overall,cv_train,0.0,M_condition,(Intercept),1.74747698233797,0.247869145896892,7.04999799799561,1.78920365405764e-12,1.26165345638006,2.23330050829587
X21,cnn_2::overall,cv_train,0.0,M_condition,condition_idX21.Multi_talker,0.597838630494053,0.193822166192071,3.08446986348102,0.0020391526783442,0.217947184757593,0.977730076230512
X21,cnn_2::overall,cv_train,0.0,M_condition,condition_idX21.Single_talker,0.654468294904211,0.193930872607923,3.37475042577349,0.0007388266079628,0.274363784592683,1.03457280521574
X21,cnn_2::overall,cv_train,0.0,M_condition,condition_idX21.Talker_specific,1.03301384639978,0.198275576266045,5.20999038738734,1.88850415663156e-07,0.644393716918331,1.42163397588123
X21,cnn_2::overall,cv_train,0.0,M_condition,test_talker_idX21.CMN.CMN_M_035,0.148855810377211,0.308258263428075,0.482893171205913,0.629171590752462,-0.455330385941816,0.753042006696237
X21,cnn_2::overall,cv_train,0.0,M_condition,test_talker_idX21.CMN.CMN_M_037,0.085781515435799,0.308396590995067,0.278153254415096,0.780894716916332,-0.518675802914532,0.69023883378613
X21,cnn_2::overall,cv_train,0.0,M_condition,test_talker_idX21.CMN.CMN_M_043,0.239312547167604,0.309705128174851,0.772710960835286,0.43969345837536,-0.367709504055103,0.846334598390312
X21,cnn_2::overall,cv_train,0.0,M_joint,(Intercept),1.77285080269003,0.251390015083769,7.05219259444045,1.76120195247083e-12,1.28012637312584,2.26557523225421
X21,cnn_2::overall,cv_train,0.0,M_joint,condition_idX21.Multi_talker,0.584360962600949,0.194988459742211,2.99690024411454,0.0027273994623335,0.202183581506216,0.966538343695682
X21,cnn_2::overall,cv_train,0.0,M_joint,condition_idX21.Single_talker,0.633943093890394,0.196847983870681,3.22047034175805,0.00127980434195,0.24812104550386,1.01976514227693
X21,cnn_2::overall,cv_train,0.0,M_joint,condition_idX21.Talker_specific,0.988273633778547,0.211797006409227,4.66613598810286,3.06916618041392e-06,0.573151501216462,1.40339576634063
X21,cnn_2::overall,cv_train,0.0,M_joint,test_talker_idX21.CMN.CMN_M_035,0.142718052668948,0.308287551302718,0.462938098103118,0.643408738245615,-0.46152554788438,0.746961653222275
X21,cnn_2::overall,cv_train,0.0,M_joint,test_talker_idX21.CMN.CMN_M_037,0.069156030395704,0.309523150417295,0.223427650896124,0.823202685894124,-0.537509344422194,0.675821405213602
X21,cnn_2::overall,cv_train,0.0,M_joint,test_talker_idX21.CMN.CMN_M_043,0.23976388000754,0.309566259423023,0.774515544602366,0.438625979341283,-0.366985988461585,0.846513748476665
X21,cnn_2::overall,cv_train,0.0,M_joint,variability_z,-0.0454853831144626,0.0762052289224406,-0.596880079722039,0.550587447873953,-0.194847631802446,0.103876865573521
X21,cnn_2::overall,cv_train,0.0,M_null,(Intercept),2.31319277562822,0.22480540972268,10.2897558314178,7.837486182362911e-25,1.87257417257177,2.75381137868468
X21,cnn_2::overall,cv_train,0.0,M_null,test_talker_idX21.CMN.CMN_M_035,0.157365469764279,0.316348552754416,0.497443305474652,0.618876473636705,-0.462677693634377,0.777408633162935
X21,cnn_2::overall,cv_train,0.0,M_null,test_talker_idX21.CMN.CMN_M_037,0.0813882724244855,0.316518177635014,0.257136171554534,0.79707365521532,-0.538987355740143,0.701763900589113
X21,cnn_2::overall,cv_train,0.0,M_null,test_talker_idX21.CMN.CMN_M_043,0.251004338709602,0.317859210510409,0.789671434427044,0.429719678007688,-0.371999713890799,0.874008391310004
X21,cnn_2::overall,cv_train,0.0,M_predictor,(Intercept),2.33609713825148,0.223963658109396,10.4306973639018,1.7956553873452902e-25,1.89712836835706,2.77506590814589
X21,cnn_2::overall,cv_train,0.0,M_predictor,test_talker_idX21.CMN.CMN_M_035,0.132678400004541,0.314940657549855,0.421280634379629,0.673550169631374,-0.484605288793176,0.749962088802257
X21,cnn_2::overall,cv_train,0.0,M_predictor,test_talker_idX21.CMN.CMN_M_037,0.0175867730503243,0.316172187395972,0.0556240357356252,0.955641316396702,-0.602110714245781,0.63728426034643
X21,cnn_2::overall,cv_train,0.0,M_predictor,test_talker_idX21.CMN.CMN_M_043,0.251462393349173,0.316225250580488,0.795200234287329,0.426497035536506,-0.368339097788583,0.871263884486928
X21,cnn_2::overall,cv_train,0.0,M_predictor,variability_z,-0.169877810568632,0.0748273267432806,-2.27026432671386,0.0231915501170424,-0.316539370985462,-0.0232162501518021
X21,cnn_2::overall,cv_train,1.0,M_condition,(Intercept),1.88725496065551,0.250664756735983,7.5290000286849,5.1130372278178705e-14,1.39595203745298,2.37855788385803
X21,cnn_2::overall,cv_train,1.0,M_condition,condition_idX21.Multi_talker,0.62675168977423,0.196271316590787,3.1932923295204,0.0014066047114698,0.242059909256288,1.01144347029217
X21,cnn_2::overall,cv_train,1.0,M_condition,condition_idX21.Single_talker,0.421184081566387,0.196653660525467,2.141755614622,0.0322131528215467,0.0357429069364722,0.806625256196301
X21,cnn_2::overall,cv_train,1.0,M_condition,condition_idX21.Talker_specific,1.06356339326542,0.198513386499803,5.35764067108127,8.43157161217306e-08,0.674477155725807,1.45264963080503
X21,cnn_2::overall,cv_train,1.0,M_condition,test_talker_idX21.CMN.CMN_M_035,0.388968693237534,0.314680084483197,1.23607661373405,0.216430086868225,-0.227804272349532,1.0057416588246
X21,cnn_2::overall,cv_train,1.0,M_condition,test_talker_idX21.CMN.CMN_M_037,0.129126636271505,0.31209824532128,0.413737142733949,0.679066622246093,-0.482585924558203,0.740839197101214
X21,cnn_2::overall,cv_train,1.0,M_condition,test_talker_idX21.CMN.CMN_M_043,0.274295150451377,0.313279959106308,0.875559200256081,0.381269713698032,-0.339733569396987,0.888323870299741
X21,cnn_2::overall,cv_train,1.0,M_joint,(Intercept),1.94845692137444,0.25360246304286,7.68311513222621,1.55265929153068e-14,1.45139609381043,2.44551774893845
X21,cnn_2::overall,cv_train,1.0,M_joint,condition_idX21.Multi_talker,0.592689033887499,0.196945393548309,3.00940795420085,0.0026175738038269,0.206676062532813,0.978702005242185
X21,cnn_2::overall,cv_train,1.0,M_joint,condition_idX21.Single_talker,0.363438806379874,0.199727993631123,1.81966883946728,0.0688094513858501,-0.028028061137128,0.754905673896876
X21,cnn_2::overall,cv_train,1.0,M_joint,condition_idX21.Talker_specific,0.949906934888447,0.211683765025546,4.48738680915758,7.21020967956811e-06,0.535006755438377,1.36480711433852
X21,cnn_2::overall,cv_train,1.0,M_joint,test_talker_idX21.CMN.CMN_M_035,0.378917334908789,0.314313816716399,1.20553827021445,0.227995573279598,-0.237137745855352,0.994972415672931
X21,cnn_2::overall,cv_train,1.0,M_joint,test_talker_idX21.CMN.CMN_M_037,0.0963422085344129,0.312438941551629,0.308355315940964,0.757811979132172,-0.51603811690678,0.708722533975606
X21,cnn_2::overall,cv_train,1.0,M_joint,test_talker_idX21.CMN.CMN_M_043,0.285349829345962,0.312916037019253,0.911905417389667,0.36181850951415,-0.327965603211773,0.898665261903698
X21,cnn_2::overall,cv_train,1.0,M_joint,variability_z,-0.117266901626234,0.0777771974544402,-1.50772855623816,0.131624013780576,-0.269710208636936,0.0351764053844692
X21,cnn_2::overall,cv_train,1.0,M_null,(Intercept),2.42327024193204,0.227283694356344,10.6618745739531,1.53472419916188e-26,1.97779420099361,2.86874628287048
X21,cnn_2::overall,cv_train,1.0,M_null,test_talker_idX21.CMN.CMN_M_035,0.376912712079384,0.323454471885503,1.16527284313696,0.243908568093302,-0.257058052816202,1.01088347697497
X21,cnn_2::overall,cv_train,1.0,M_null,test_talker_idX21.CMN.CMN_M_037,0.128093385695813,0.320922802852412,0.399140804446735,0.689789457593138,-0.500915307894915,0.757102079286541
X21,cnn_2::overall,cv_train,1.0,M_null,test_talker_idX21.CMN.CMN_M_043,0.277321894448736,0.321946371649413,0.861391582169246,0.389022410703498,-0.353692993984114,0.908336782881586
X21,cnn_2::overall,cv_train,1.0,M_predictor,(Intercept),2.44281775380976,0.225613048528416,10.8274666281196,2.55115956566437e-27,2.00061617869406,2.88501932892546
X21,cnn_2::overall,cv_train,1.0,M_predictor,test_talker_idX21.CMN.CMN_M_035,0.35750069844025,0.32090212238041,1.11404903086448,0.265258152796569,-0.271467461425354,0.986468858305855
X21,cnn_2::overall,cv_train,1.0,M_predictor,test_talker_idX21.CMN.CMN_M_037,0.057828558983511,0.319138974953439,0.181201807118507,0.856209176207451,-0.56768383192523,0.683340949892252
X21,cnn_2::overall,cv_train,1.0,M_predictor,test_talker_idX21.CMN.CMN_M_043,0.298858284788771,0.319447594900727,0.935547143128892,0.349506399891402,-0.327259001216655,0.924975570794197
X21,cnn_2::overall,cv_train,1.0,M_predictor,variability_z,-0.237186112569893,0.0762111950765885,-3.1122214043689,0.001856851819301,-0.386560054920006,-0.0878121702197792
X21,cnn_2::overall,cv_train,2.0,M_condition,(Intercept),2.0512426299407,0.261973242053525,7.82997001472996,4.8798633708484205e-15,1.53777507551579,2.56471018436561
X21,cnn_2::overall,cv_train,2.0,M_condition,condition_idX21.Multi_talker,0.373163103344551,0.206108833375462,1.81051484903983,0.0702159837423747,-0.0308102100713552,0.777136416760456
X21,cnn_2::overall,cv_train,2.0,M_condition,condition_idX21.Single_talker,0.312316881582785,0.204811519221279,1.52489900358269,0.127284290457084,-0.0891136960909218,0.713747459256491
X21,cnn_2::overall,cv_train,2.0,M_condition,condition_idX21.Talker_specific,0.966042028321995,0.209675505077551,4.6073194289657,4.07893150891967e-06,0.555078038369996,1.37700601827399
X21,cnn_2::overall,cv_train,2.0,M_condition,test_talker_idX21.CMN.CMN_M_035,0.354467131068273,0.328962455635527,1.07753065736171,0.28124326219508,-0.29029928197736,0.999233544113907
X21,cnn_2::overall,cv_train,2.0,M_condition,test_talker_idX21.CMN.CMN_M_037,0.193411251778217,0.327679362801999,0.590245446415514,0.555026107666306,-0.448840299313702,0.835662802870136
X21,cnn_2::overall,cv_train,2.0,M_condition,test_talker_idX21.CMN.CMN_M_043,0.226469823616188,0.328959965142416,0.688441900576392,0.491174545410681,-0.418291708062946,0.871231355295323
X21,cnn_2::overall,cv_train,2.0,M_joint,(Intercept),2.1438404825168,0.264538012526825,8.10409234589455,5.31407326710326e-16,1.62534597796422,2.66233498706938
X21,cnn_2::overall,cv_train,2.0,M_joint,condition_idX21.Multi_talker,0.311715254996883,0.206152607293747,1.51206069663101,0.130518422272049,-0.0923438552988611,0.715774365292627
X21,cnn_2::overall,cv_train,2.0,M_joint,condition_idX21.Single_talker,0.250003615154347,0.205032898081044,1.21933415317344,0.222717390847287,-0.1518608650845,0.651868095393194
X21,cnn_2::overall,cv_train,2.0,M_joint,condition_idX21.Talker_specific,0.788839118409138,0.22355016669301,3.52868946634431,0.0004176228749516,0.350680791690838,1.22699744512744
X21,cnn_2::overall,cv_train,2.0,M_joint,test_talker_idX21.CMN.CMN_M_035,0.34632625024065,0.327702474993275,1.05683135364711,0.290588562164635,-0.29597060074617,0.98862310122747
X21,cnn_2::overall,cv_train,2.0,M_joint,test_talker_idX21.CMN.CMN_M_037,0.141749364220438,0.327457385132076,0.432878813111103,0.665102812732248,-0.500067110638431,0.783565839079308
X21,cnn_2::overall,cv_train,2.0,M_joint,test_talker_idX21.CMN.CMN_M_043,0.21944619827303,0.327623714686901,0.669811702985991,0.502977832264803,-0.422696282513296,0.861588679059355
X21,cnn_2::overall,cv_train,2.0,M_joint,variability_z,-0.172252261793323,0.0808381948441324,-2.13082766290675,0.0331033424985132,-0.330695123687823,-0.013809399898824
X21,cnn_2::overall,cv_train,2.0,M_null,(Intercept),2.4513124030795,0.237409478958182,10.3252507601488,5.41770564204672e-25,1.98598982432146,2.91663498183753
X21,cnn_2::overall,cv_train,2.0,M_null,test_talker_idX21.CMN.CMN_M_035,0.373025504212985,0.335481477301086,1.11191087869869,0.266176470822437,-0.284518191297144,1.03056919972311
X21,cnn_2::overall,cv_train,2.0,M_null,test_talker_idX21.CMN.CMN_M_037,0.195271937958057,0.334074657533425,0.58451586660242,0.55887329350722,-0.459514390807456,0.850058266723569
X21,cnn_2::overall,cv_train,2.0,M_null,test_talker_idX21.CMN.CMN_M_043,0.245736867214599,0.335539590360829,0.732363256897171,0.463946879113481,-0.411920729892626,0.903394464321825
X21,cnn_2::overall,cv_train,2.0,M_predictor,(Intercept),2.48445672292825,0.234773853470029,10.5823399250267,3.59857072338674e-26,2.02429997012699,2.94461347572951
X21,cnn_2::overall,cv_train,2.0,M_predictor,test_talker_idX21.CMN.CMN_M_035,0.352897812758845,0.331428262970644,1.06477887430531,0.286976007283448,-0.296701582663617,1.00249720818131
X21,cnn_2::overall,cv_train,2.0,M_predictor,test_talker_idX21.CMN.CMN_M_037,0.106253691112077,0.331025865941041,0.320983047080077,0.748223238169275,-0.542557006132364,0.755064388356517
X21,cnn_2::overall,cv_train,2.0,M_predictor,test_talker_idX21.CMN.CMN_M_043,0.228668900115117,0.331349120341148,0.69011470403086,0.490122057046238,-0.420775375753533,0.878113175983768
X21,cnn_2::overall,cv_train,2.0,M_predictor,variability_z,-0.281353815853261,0.0770150612411927,-3.65323108647707,0.0002589609769653,-0.432303335885999,-0.130404295820523
X21,cnn_2::overall,full,,M_condition,(Intercept),1.87549742575491,0.226993255406035,8.26234868696914,1.42833739340809e-16,1.43059064515908,2.32040420635073
