dataset_id,feature_key,scope,fold,model_id,term,estimate,std_error,z_value,p_value,conf_low,conf_high
X21,cnn_2,cv_train,0.0,M_condition,(Intercept),1.74747698233797,0.247869145896892,7.04999799799561,1.78920365405764e-12,1.26165345638006,2.23330050829587
X21,cnn_2,cv_train,0.0,M_condition,condition_idX21.Multi_talker,0.597838630494053,0.193822166192071,3.08446986348102,0.0020391526783442,0.217947184757593,0.977730076230512
X21,cnn_2,cv_train,0.0,M_condition,condition_idX21.Single_talker,0.654468294904211,0.193930872607923,3.37475042577349,0.0007388266079628,0.274363784592683,1.03457280521574
X21,cnn_2,cv_train,0.0,M_condition,condition_idX21.Talker_specific,1.03301384639978,0.198275576266045,5.20999038738734,1.88850415663156e-07,0.644393716918331,1.42163397588123
X21,cnn_2,cv_train,0.0,M_condition,test_talker_idX21.CMN.CMN_M_035,0.148855810377211,0.308258263428075,0.482893171205913,0.629171590752462,-0.455330385941816,0.753042006696237
X21,cnn_2,cv_train,0.0,M_condition,test_talker_idX21.CMN.CMN_M_037,0.085781515435799,0.308396590995067,0.278153254415096,0.780894716916332,-0.518675802914532,0.69023883378613
X21,cnn_2,cv_train,0.0,M_condition,test_talker_idX21.CMN.CMN_M_043,0.239312547167604,0.309705128174851,0.772710960835286,0.43969345837536,-0.367709504055103,0.846334598390312
X21,cnn_2,cv_train,0.0,M_joint,(Intercept),1.84762475693269,0.254176249883484,7.2690692296375,3.61972870917949e-13,1.34943930716106,2.34581020670432
X21,cnn_2,cv_train,0.0,M_joint,condition_idX21.Multi_talker,0.585829444928476,0.193948270989127,3.02054481816607,0.0025232036257026,0.205690833789787,0.965968056067165
X21,cnn_2,cv_train,0.0,M_joint,condition_idX21.Single_talker,0.641309850343808,0.194075861895495,3.30442871194944,0.0009517017620851,0.260921161028638,1.02169853965898
X21,cnn_2,cv_train,0.0,M_joint,condition_idX21.Talker_specific,0.65534217811621,0.296641037501921,2.20920943250128,0.0271600771145071,0.0739257446124444,1.23675861161998
X21,cnn_2,cv_train,0.0,M_joint,similarity_z,0.169545013646485,0.0994909682408985,1.70412467226134,0.0883577982017843,-0.0254572841056763,0.364547311398646
X21,cnn_2,cv_train,0.0,M_joint,test_talker_idX21.CMN.CMN_M_035,0.153723380809859,0.307037495986728,0.500666475004422,0.616605870189359,-0.448070111324127,0.755516872943846
X21,cnn_2,cv_train,0.0,M_joint,test_talker_idX21.CMN.CMN_M_037,0.0709658231094815,0.307290176198236,0.230940747886782,0.817360834012494,-0.53132292223906,0.673254568458023
X21,cnn_2,cv_train,0.0,M_joint,test_talker_idX21.CMN.CMN_M_043,0.235763455969906,0.308507310005371,0.764207032779228,0.444743876211234,-0.368910871640622,0.840437783580434
X21,cnn_2,cv_train,0.0,M_null,(Intercept),2.31319277562822,0.22480540972268,10.2897558314178,7.837486182362911e-25,1.87257417257177,2.75381137868468
X21,cnn_2,cv_train,0.0,M_null,test_talker_idX21.CMN.CMN_M_035,0.157365469764279,0.316348552754416,0.497443305474652,0.618876473636705,-0.462677693634377,0.777408633162935
X21,cnn_2,cv_train,0.0,M_null,test_talker_idX21.CMN.CMN_M_037,0.0813882724244855,0.316518177635014,0.257136171554534,0.79707365521532,-0.538987355740143,0.701763900589113
X21,cnn_2,cv_train,0.0,M_null,test_talker_idX21.CMN.CMN_M_043,0.251004338709602,0.317859210510409,0.789671434427044,0.429719678007688,-0.371999713890799,0.874008391310004
X21,cnn_2,cv_train,0.0,M_predictor,(Intercept),2.32035685096472,0.220718613997254,10.5127375029348,7.54704659290764e-26,1.88774836753011,2.75296533439934
X21,cnn_2,cv_train,0.0,M_predictor,similarity_z,0.248680117209402,0.0612875024765642,4.05759913784209,4.95797731525633e-05,0.128556612355336,0.368803622063468
X21,cnn_2,cv_train,0.0,M_predictor,test_talker_idX21.CMN.CMN_M_035,0.157996224415179,0.310473802481538,0.50888745894937,0.610831110987469,-0.450532428448637,0.766524877278994
X21,cnn_2,cv_train,0.0,M_predictor,test_talker_idX21.CMN.CMN_M_037,0.0535469960187529,0.310712390792683,0.172336210609899,0.863173218248596,-0.555449289934905,0.662543281972411
X21,cnn_2,cv_train,0.0,M_predictor,test_talker_idX21.CMN.CMN_M_043,0.238079432945527,0.312028222328601,0.763006086977617,0.445459765711993,-0.37349588281853,0.849654748709584
